qseqid	sseqid	evalue	bitscore	qstart	qend	sstart	send	pident	qcov	scov
CM057401.1.g7841.t1	5061.CADANGAP00010977	0.0	1082.0	1	536	3	538	100.0	100.0	99.6
CM057401.1.g7842.t1	5061.CADANGAP00010975	0.0	1009.0	1	513	1	513	94.2	100.0	100.0
CM057401.1.g7843.t1	5061.CADANGAP00010974	1.55e-223	616.0	1	311	1	311	99.7	100.0	100.0
CM057401.1.g7844.t1	5061.CADANGAP00010972	7.02e-218	602.0	1	316	1	316	99.7	100.0	100.0
CM057401.1.g7845.t1	5061.CADANGAP00010968	6.98e-297	819.0	1	503	52	543	78.5	100.0	90.6
CM057401.1.g7847.t1	162425.CADANIAP00008253	2.07e-46	168.0	16	238	46	267	45.0	71.7	55.0
CM057401.1.g7848.t1	5061.CADANGAP00010965	0.0	1227.0	1	611	1	611	99.3	99.8	100.0
CM057401.1.g7849.t1	5061.CADANGAP00010964	6.95e-301	820.0	1	417	1	417	99.5	100.0	100.0
CM057401.1.g7850.t1	40384.G7XJX4	1.39e-233	644.0	1	339	1	338	95.3	100.0	100.0
CM057401.1.g7853.t1	5061.CADANGAP00010959	0.0	984.0	1	501	42	542	98.4	100.0	92.4
CM057401.1.g7854.t1	5061.CADANGAP00010957	0.0	939.0	1	474	1	474	99.2	100.0	100.0
CM057401.1.g7855.t1	5061.CADANGAP00010955	0.0	1439.0	1	712	1	712	99.2	100.0	100.0
CM057401.1.g7856.t1	5061.CADANGAP00010954	7.12e-151	426.0	1	231	1	253	91.3	100.0	100.0
CM057401.1.g7858.t1	5061.CADANGAP00010950	5.13e-226	624.0	1	335	5	339	98.8	100.0	98.8
CM057401.1.g7859.t1	5061.CADANGAP00010948	4.78e-255	705.0	1	367	1	367	96.7	96.1	77.8
CM057401.1.g7860.t1	40384.G7XJ41	0.0	1936.0	1	1094	1	1069	92.1	100.0	100.0
CM057401.1.g7861.t1	5061.CADANGAP00010946	1.32e-252	692.0	1	337	6	342	100.0	100.0	98.5
CM057401.1.g7862.t1	40384.G7XJ43	1.93e-208	576.0	1	293	1	293	99.3	100.0	100.0
CM057401.1.g7863.t1	5061.CADANGAP00010943	0.0	997.0	1	500	1	500	99.8	100.0	100.0
CM057401.1.g7864.t1	40384.G7XJ45	1.21e-265	728.0	1	382	1	382	94.0	100.0	100.0
CM057401.1.g7865.t1	5061.CADANGAP00010941	0.0	1070.0	1	580	1	580	99.8	100.0	100.0
CM057401.1.g7866.t1	5061.CADANGAP00010939	1.15e-178	505.0	1	341	1	341	96.2	100.0	100.0
CM057401.1.g7867.t1	5061.CADANGAP00010938	3.78e-122	349.0	1	183	1	184	99.5	100.0	100.0
CM057401.1.g7868.t1	5061.CADANGAP00010936	0.0	946.0	451	922	1	472	99.8	51.2	100.0
CM057401.1.g7869.t1	5061.CADANGAP00010935	8.06e-165	463.0	1	262	1	262	100.0	100.0	100.0
CM057401.1.g7870.t1	5061.CADANGAP00010933	3.47e-308	857.0	86	509	30	449	97.2	53.3	87.9
CM057401.1.g7871.t1	5061.CADANGAP00010931	0.0	3023.0	1	1874	1	1704	82.6	100.0	100.0
CM057401.1.g7872.t1	5061.CADANGAP00010928	4.83e-93	283.0	1	284	1	288	98.3	100.0	100.0
CM057401.1.g7873.t1	5061.CADANGAP00010926	0.0	935.0	1	470	11	480	99.4	100.0	97.9
CM057401.1.g7874.t1	5061.CADANGAP00010925	1.67e-279	763.0	1	373	1	383	96.3	100.0	100.0
CM057401.1.g7875.t1	5061.CADANGAP00010924	4.03e-260	719.0	1	394	1	394	94.2	97.3	85.1
CM057401.1.g7876.t1	40384.G7XJ61	0.0	1072.0	1	598	1	598	91.1	100.0	100.0
CM057401.1.g7877.t1	5061.CADANGAP00010921	0.0	1919.0	1	1024	1	1023	97.9	100.0	100.0
CM057401.1.g7878.t1	40384.G7XJ64	0.0	1216.0	1	739	1	760	93.7	100.0	100.0
CM057401.1.g7879.t1	5061.CADANGAP00010917	7.36e-96	290.0	1	273	1	273	100.0	100.0	100.0
CM057401.1.g7880.t1	5061.CADANGAP00010916	4.72e-200	553.0	1	266	1	266	98.1	100.0	100.0
CM057401.1.g7881.t1	5061.CADANGAP00010915	9.96e-305	831.0	1	425	1	425	98.4	100.0	100.0
CM057401.1.g7882.t1	5061.CADANGAP00010914	0.0	1471.0	1	734	1	734	99.7	100.0	100.0
CM057401.1.g7883.t1	5061.CADANGAP00010912	3.71e-261	715.0	1	357	1	357	98.6	100.0	100.0
CM057401.1.g7884.t1	5061.CADANGAP00010909	0.0	6858.0	1	3546	1	3562	97.7	98.1	100.0
CM057401.1.g7885.t1	40384.G7XJ70	0.0	914.0	1	461	1	461	96.5	100.0	100.0
CM057401.1.g7886.t1	40384.G7XJ71	0.0	1397.0	1	798	1	798	94.9	100.0	100.0
CM057401.1.g7887.t1	40384.G7XJ72	4.14e-313	853.0	1	434	1	434	95.6	100.0	100.0
CM057401.1.g7888.t1	5061.CADANGAP00010905	0.0	1141.0	256	853	43	641	95.8	70.1	93.4
CM057401.1.g7889.t1	5061.CADANGAP00010904	2.67e-250	687.0	1	349	1	349	99.7	100.0	100.0
CM057401.1.g7890.t1	5061.CADANGAP00010903	0.0	1066.0	1	541	1	541	99.6	100.0	100.0
CM057401.1.g7891.t1	5061.CADANGAP00010902	1.35e-29	115.0	1	198	1	198	100.0	100.0	100.0
CM057401.1.g7892.t1	5061.CADANGAP00010900	1.55e-128	365.0	1	184	1	184	98.4	100.0	100.0
CM057401.1.g7893.t1	40384.G7XJ78	5.21e-239	660.0	1	370	1	370	88.6	99.5	99.5
CM057401.1.g7894.t1	40384.G7XJ79	0.0	1216.0	1	627	1	627	95.2	100.0	100.0
CM057401.1.g7895.t1	40384.G7XJ80	0.0	1567.0	1	806	1	806	95.3	100.0	100.0
CM057401.1.g7896.t1	40384.G7XJ81	0.0	902.0	1	460	1	462	96.1	100.0	100.0
CM057401.1.g7897.t1	5061.CADANGAP00010892	0.0	3385.0	1	1778	1	1863	93.0	100.0	100.0
CM057401.1.g7898.t1	5061.CADANGAP00010890	4.06e-270	749.0	1	406	1	406	97.3	98.8	69.5
CM057401.1.g7899.t1	5061.CADANGAP00010889	7.43e-244	679.0	1	363	1	375	92.5	100.0	67.4
CM057401.1.g7901.t1	5061.CADANGAP00010886	1.28e-313	872.0	272	735	1	464	98.7	57.5	97.1
CM057401.1.g7902.t1	5061.CADANGAP00010884	0.0	949.0	1	473	74	546	98.7	100.0	86.6
CM057401.1.g7903.t1	5061.CADANGAP00010882	0.0	905.0	8	452	1	445	99.1	98.5	100.0
CM057401.1.g7904.t1	5061.CADANGAP00010881	0.0	884.0	1	479	1	479	97.7	100.0	100.0
CM057401.1.g7905.t1	40384.G7XJ93	0.0	893.0	385	868	3	520	89.7	55.8	99.6
CM057401.1.g7906.t1	5061.CADANGAP00010878	4.67e-281	767.0	1	377	1	377	99.7	100.0	100.0
CM057401.1.g7907.t1	5061.CADANGAP00010877	5.13e-279	764.0	50	434	1	385	99.7	88.7	100.0
CM057401.1.g7908.t1	5061.CADANGAP00010876	6.44e-72	216.0	1	115	1	115	98.3	100.0	100.0
CM057401.1.g7909.t1	5061.CADANGAP00010875	1.71e-275	759.0	1	447	1	447	100.0	100.0	100.0
CM057401.1.g7910.t1	5061.CADANGAP00010874	2.88e-313	852.0	1	416	1	416	98.6	100.0	100.0
CM057401.1.g7911.t1	5061.CADANGAP00010872	0.0	1198.0	415	1057	16	829	76.9	58.0	96.6
CM057401.1.g7912.t1	5061.CADANGAP00010871	3.09e-191	533.0	1	297	1	297	96.0	100.0	100.0
CM057401.1.g7913.t1	5061.CADANGAP00010868	0.0	990.0	386	911	1	546	93.0	57.7	100.0
CM057401.1.g7914.t1	40384.G7XJA5	2.4e-194	539.0	1	277	1	277	97.5	100.0	100.0
CM057401.1.g7915.t1	33178.CADATEAP00000188	0.0	993.0	5	722	4	704	66.3	98.9	99.4
CM057401.1.g7916.t1	40384.G7XJA8	0.0	962.0	1	480	1	480	98.1	100.0	100.0
CM057401.1.g7917.t1	5061.CADANGAP00010866	1.24e-242	671.0	1	345	65	409	96.8	98.0	81.4
CM057401.1.g7918.t1	5061.CADANGAP00010862	0.0	928.0	1	466	1	466	99.8	93.8	100.0
CM057401.1.g7919.t1	5061.CADANGAP00010861	0.0	1021.0	1	580	1	580	98.6	100.0	100.0
CM057401.1.g7920.t1	5061.CADANGAP00010860	2.18e-210	580.0	1	285	1	285	99.3	100.0	100.0
CM057401.1.g7921.t1	5061.CADANGAP00010858	0.0	1358.0	1	684	1	684	97.7	100.0	100.0
CM057401.1.g7922.t1	5061.CADANGAP00010857	7.1e-196	550.0	1	282	154	435	97.5	100.0	64.8
CM057401.1.g7923.t1	5061.CADANGAP00010856	8e-109	313.0	1	157	1	157	97.5	100.0	99.4
CM057401.1.g7924.t1	5061.CADANGAP00010855	0.0	957.0	1	472	90	561	99.6	100.0	84.1
CM057401.1.g7925.t1	5061.CADANGAP00010852	0.0	970.0	431	922	19	518	95.8	53.4	96.5
CM057401.1.g7926.t1	5059.CADAFLAP00011793	0.0	1464.0	1	990	1	1023	69.7	99.7	99.9
CM057401.1.g7927.t1	5062.CADAORAP00006715	9.62e-184	519.0	1	349	1	351	75.8	97.8	97.8
CM057401.1.g7928.t1	5059.CADAFLAP00004513	1.83e-173	492.0	29	339	35	345	69.8	91.7	90.1
CM057401.1.g7929.t1	5061.CADANGAP00010007	7.91e-149	437.0	1	432	1	430	54.1	99.3	99.1
CM057401.1.g7930.t1	5062.CADAORAP00006717	1.94e-197	574.0	1	366	539	886	77.0	99.2	39.1
CM057401.1.g7931.t1	5059.CADAFLAP00011789	2.8e-230	634.0	1	328	1	328	86.9	100.0	100.0
CM057401.1.g7932.t1	5059.CADAFLAP00011790	0.0	1079.0	2	581	1	581	85.5	99.8	100.0
CM057401.1.g7933.t1	5057.CADACLAP00008936	5.37e-80	250.0	2	271	3	274	48.6	94.4	98.2
CM057401.1.g7934.t1	5061.CADANGAP00010849	2.54e-213	589.0	1	302	1	302	98.0	100.0	100.0
CM057402.1.g7935.t1	5061.CADANGAP00012295	4.35e-133	380.0	1	214	1	214	85.5	87.0	100.0
CM057402.1.g7937.t1	393283.XP_007841754.1	1.57e-95	294.0	25	344	1	333	45.9	92.8	99.7
CM057402.1.g7938.t1	393283.XP_007841754.1	8.8e-124	365.0	11	330	4	334	57.4	97.0	99.1
CM057402.1.g7939.t1	5059.CADAFLAP00000176	9.32e-237	686.0	26	530	1	511	64.2	48.6	99.6
CM057402.1.g7940.t1	140110.NechaP89453	1.43e-232	660.0	7	572	11	573	57.8	98.4	98.1
CM057402.1.g7941.t1	140110.NechaP87470	6.38e-53	175.0	5	161	3	159	51.0	85.8	72.4
CM057402.1.g7942.t1	223192.XP_007912878.1	1.05e-136	408.0	11	456	15	458	47.7	97.6	95.7
CM057402.1.g7943.t1	5061.CADANGAP00014057	4.05e-215	603.0	1	322	1	322	90.4	89.2	67.2
CM057402.1.g7945.t1	40384.G7Y173	0.0	898.0	1	466	1	466	95.1	100.0	100.0
CM057402.1.g7946.t1	40384.G7Y174	0.0	1188.0	1	576	1	576	99.0	100.0	100.0
CM057402.1.g7947.t1	40384.G7Y175	3.03e-88	261.0	1	126	70	195	97.6	100.0	64.6
CM057402.1.g7948.t1	5061.CADANGAP00014061	0.0	1131.0	1	585	1	598	95.2	56.0	92.9
CM057402.1.g7949.t1	5061.CADANGAP00014062	5.24e-95	283.0	1	171	1	169	87.7	95.5	64.5
CM057402.1.g7950.t1	5061.CADANGAP00014063	8.71e-202	560.0	1	292	1	292	95.2	98.6	98.6
CM057402.1.g7951.t1	5061.CADANGAP00014066	0.0	1084.0	1	593	125	677	91.6	99.8	81.6
CM057402.1.g7952.t1	264951.V5GCX5	5.39e-214	599.0	1	368	1	369	76.7	98.4	87.9
CM057402.1.g7953.t1	5061.CADANGAP00014069	9.07e-213	602.0	1	307	1	307	97.1	49.8	97.2
CM057402.1.g7954.t1	40384.G7Y115	0.0	1132.0	1	577	1	577	95.1	100.0	100.0
CM057402.1.g7955.t1	40384.G7Y114	0.0	969.0	39	622	99	692	81.3	93.9	85.8
CM057402.1.g7956.t1	5061.CADANGAP00014072	1.82e-225	620.0	1	308	1	308	97.7	100.0	100.0
CM057402.1.g7957.t1	5061.CADANGAP00014073	0.0	931.0	1	481	1	500	94.2	100.0	100.0
CM057402.1.g7958.t1	40384.G7Y111	5.75e-155	441.0	1	250	64	315	84.6	89.0	79.7
CM057402.1.g7959.t1	5061.CADANGAP00014076	3.39e-107	308.0	1	142	1	142	100.0	100.0	100.0
CM057402.1.g7960.t1	5061.CADANGAP00014078	8.06e-250	689.0	1	334	116	442	97.6	100.0	74.0
CM057402.1.g7962.t1	5061.CADANGAP00014082	9.51e-263	720.0	1	373	1	373	99.2	100.0	100.0
CM057402.1.g7963.t1	5061.CADANGAP00014083	4.2e-264	726.0	1	375	54	428	96.3	100.0	87.6
CM057402.1.g7964.t1	5061.CADANGAP00014084	2.39e-229	632.0	1	324	1	324	97.8	100.0	100.0
CM057402.1.g7965.t1	5061.CADANGAP00014085	5.25e-54	194.0	1	101	1	101	98.0	22.1	22.1
CM057402.1.g7966.t1	40384.G7Y102	1.12e-267	735.0	1	403	1	403	96.8	100.0	100.0
CM057402.1.g7967.t1	40384.G7Y101	4.48e-281	772.0	1	435	1	435	93.3	100.0	100.0
CM057402.1.g7968.t1	40384.G7Y100	0.0	2293.0	50	1401	1	1440	87.2	96.5	100.0
CM057402.1.g7969.t1	5061.CADANGAP00014091	0.0	954.0	1	485	359	843	99.4	100.0	57.5
CM057402.1.g7970.t1	5061.CADANGAP00014091	1.91e-122	377.0	1	256	1	252	69.5	82.1	29.9
CM057402.1.g7971.t1	40384.G7Y0Z7	4.62e-138	403.0	1	301	1	339	61.9	100.0	81.3
CM057402.1.g7972.t1	5061.CADANGAP00014093	0.0	960.0	1	458	1	458	99.8	100.0	100.0
CM057402.1.g7973.t1	5061.CADANGAP00014094	9.75e-153	439.0	1	243	1	243	93.4	59.0	89.7
CM057402.1.g7974.t1	5061.CADANGAP00014096	1e-125	360.0	32	219	1	188	96.8	85.8	100.0
CM057402.1.g7975.t1	5061.CADANGAP00014097	1.32e-280	774.0	1	394	44	437	99.5	91.0	76.8
CM057402.1.g7977.t1	5061.CADANGAP00010713	5.26e-272	746.0	1	403	1	390	94.8	100.0	100.0
CM057402.1.g7978.t1	5061.CADANGAP00010712	0.0	1124.0	1	558	20	578	98.7	100.0	96.7
CM057402.1.g7979.t1	5061.CADANGAP00010711	2.01e-263	721.0	5	364	1	360	97.5	98.9	100.0
CM057402.1.g7980.t1	5061.CADANGAP00010710	9.31e-258	706.0	1	349	1	349	99.1	99.7	97.5
CM057402.1.g7981.t1	5061.CADANGAP00010708	1.22e-232	648.0	1	417	1	417	97.8	100.0	100.0
CM057402.1.g7982.t1	40384.G7Y1G0	1.23e-315	860.0	1	440	1	440	96.1	100.0	100.0
CM057402.1.g7983.t1	5061.CADANGAP00010706	0.0	961.0	1	497	1	533	92.1	100.0	100.0
CM057402.1.g7984.t1	5061.CADANGAP00010705	0.0	1141.0	1	612	1	598	95.4	100.0	100.0
CM057402.1.g7985.t1	5061.CADANGAP00010704	0.0	1006.0	1	502	1	502	99.0	100.0	100.0
CM057402.1.g7986.t1	5061.CADANGAP00010703	1.41e-132	376.0	1	174	1	174	98.9	98.9	83.7
CM057402.1.g7987.t1	5061.CADANGAP00010702	5.75e-307	839.0	1	433	44	475	97.5	100.0	90.9
CM057402.1.g7988.t1	5061.CADANGAP00010701	0.0	1149.0	1	591	95	719	93.0	100.0	86.9
CM057402.1.g7989.t1	5061.CADANGAP00010700	6.19e-315	858.0	1	443	1	443	94.8	100.0	100.0
CM057402.1.g7990.t1	5061.CADANGAP00010696	0.0	1178.0	1	584	1	584	98.5	100.0	100.0
CM057402.1.g7991.t1	5061.CADANGAP00010686	0.0	1023.0	644	1165	1	522	100.0	44.8	100.0
CM057402.1.g7992.t1	40384.G7Y086	3.13e-87	260.0	1	165	1	186	70.6	100.0	100.0
CM057402.1.g7993.t1	40384.G7Y087	4.82e-216	600.0	1	326	1	326	92.0	89.6	98.5
CM057402.1.g7994.t1	5061.CADANGAP00010683	0.0	1116.0	1	565	1	565	99.8	100.0	100.0
CM057402.1.g7995.t1	40384.G7Y089	0.0	904.0	1	477	1	504	93.8	100.0	100.0
CM057402.1.g7996.t1	5061.CADANGAP00010680	8.59e-95	283.0	1	152	1	152	95.4	89.9	52.6
CM057402.1.g7997.t1	5061.CADANGAP00010679	0.0	1161.0	1	597	1	597	99.8	100.0	100.0
CM057402.1.g7998.t1	5061.CADANGAP00010678	0.0	1011.0	1	499	62	560	97.6	100.0	89.1
CM057402.1.g7999.t1	40384.G7Y094	1.37e-316	872.0	1	523	1	606	76.8	100.0	100.0
CM057402.1.g8000.t1	5061.CADANGAP00010675	0.0	2654.0	1	1390	1	1449	93.7	74.6	98.1
CM057402.1.g8001.t1	40384.G7Y091	6.43e-213	588.0	1	297	1	298	96.6	98.0	97.1
CM057402.1.g8002.t1	5061.CADANGAP00010668	7.44e-182	511.0	1	288	1	292	92.1	86.7	96.4
CM057402.1.g8003.t1	5061.CADANGAP00010667	9.54e-151	423.0	1	208	1	208	98.1	99.5	100.0
CM057402.1.g8004.t1	5061.CADANGAP00010665	0.0	1269.0	1	664	1	654	94.9	100.0	100.0
CM057402.1.g8005.t1	5061.CADANGAP00010663	1.4e-146	417.0	1	224	75	312	88.3	100.0	76.3
CM057402.1.g8006.t1	5061.CADANGAP00010662	9.99e-130	376.0	1	189	204	392	96.8	100.0	48.2
CM057402.1.g8008.t1	5057.CADACLAP00008810	2.27e-63	226.0	310	599	1	296	43.4	47.3	52.1
CM057402.1.g8009.t1	5061.CADANGAP00010656	2.48e-296	809.0	1	397	18	411	97.2	98.5	89.5
CM057402.1.g8010.t1	5061.CADANGAP00010655	6.84e-302	835.0	242	670	19	447	95.8	64.0	96.0
CM057402.1.g8011.t1	5061.CADANGAP00010653	8.63e-71	216.0	1	107	1	107	98.1	89.2	60.5
CM057402.1.g8012.t1	40384.G7XTH9	0.0	1549.0	19	953	1	935	81.0	97.1	99.9
CM057402.1.g8013.t1	5061.CADANGAP00010649	0.0	994.0	1	505	1	511	97.1	100.0	100.0
CM057402.1.g8014.t1	5061.CADANGAP00010648	3.78e-229	631.0	1	317	1	314	94.0	100.0	96.6
CM057402.1.g8015.t1	5061.CADANGAP00010647	2e-207	573.0	1	287	1	287	97.2	100.0	100.0
CM057402.1.g8018.t1	5061.CADANGAP00010644	3.23e-248	687.0	1	377	99	457	92.3	100.0	78.6
CM057402.1.g8019.t1	5061.CADANGAP00010643	0.0	907.0	1	473	1	470	96.2	100.0	92.7
CM057402.1.g8020.t1	5061.CADANGAP00010642	1.05e-294	804.0	1	406	1	406	97.8	100.0	100.0
CM057402.1.g8021.t1	5061.CADANGAP00010640	1.29e-270	781.0	1	416	1	445	89.9	31.5	94.5
CM057402.1.g8022.t1	40384.G7XYC7	4.98e-132	379.0	1	241	1	241	79.3	94.5	99.2
CM057402.1.g8023.t1	5061.CADANGAP00010634	0.0	1213.0	1	591	1	591	99.2	100.0	100.0
CM057402.1.g8024.t1	5061.CADANGAP00010633	1.1e-275	754.0	1	387	1	387	99.5	100.0	100.0
CM057402.1.g8025.t1	5061.CADANGAP00010632	6.15e-181	503.0	1	245	1	245	100.0	100.0	100.0
CM057402.1.g8026.t1	40384.G7XYC3	0.0	1086.0	1	609	1	612	89.9	100.0	100.0
CM057402.1.g8027.t1	5061.CADANGAP00010629	0.0	988.0	1	509	1	509	99.6	100.0	100.0
CM057402.1.g8028.t1	5061.CADANGAP00010628	0.0	941.0	30	547	13	515	93.4	94.5	97.5
CM057402.1.g8030.t1	5061.CADANGAP00010624	0.0	2811.0	1	1420	1	1420	99.0	100.0	100.0
CM057402.1.g8031.t1	5061.CADANGAP00010623	7.93e-172	482.0	34	287	1	254	99.6	88.5	100.0
CM057402.1.g8032.t1	5061.CADANGAP00010622	0.0	2729.0	1	1415	1	1415	98.3	100.0	100.0
CM057402.1.g8033.t1	5061.CADANGAP00010621	0.0	1085.0	1	596	131	725	98.8	100.0	82.1
CM057402.1.g8034.t1	5061.CADANGAP00010618	0.0	1043.0	1	529	1	529	99.4	100.0	100.0
CM057402.1.g8035.t1	5061.CADANGAP00010617	2.58e-308	848.0	1	522	1	522	99.0	100.0	100.0
CM057402.1.g8036.t1	5061.CADANGAP00010616	1.39e-129	367.0	1	180	1	180	100.0	100.0	100.0
CM057402.1.g8037.t1	40384.G7XYG1	0.0	7249.0	1	3929	1	3928	94.0	100.0	100.0
CM057402.1.g8038.t1	5061.CADANGAP00010612	2.14e-257	706.0	1	360	1	360	100.0	100.0	100.0
CM057402.1.g8039.t1	5061.CADANGAP00010606	0.0	1622.0	1	852	1	852	100.0	100.0	100.0
CM057402.1.g8040.t1	5061.CADANGAP00010600	2.24e-199	552.0	1	277	1	277	98.9	100.0	100.0
CM057402.1.g8041.t1	5061.CADANGAP00010599	0.0	1112.0	1	602	1	622	94.5	100.0	100.0
CM057402.1.g8042.t1	5061.CADANGAP00010597	0.0	1097.0	1	577	1	557	93.9	100.0	100.0
CM057402.1.g8043.t1	5061.CADANGAP00010596	2.64e-211	583.0	1	294	1	294	99.3	100.0	100.0
CM057402.1.g8044.t1	5061.CADANGAP00010595	2.47e-93	281.0	1	146	1	146	95.2	90.1	40.7
CM057402.1.g8045.t1	5061.CADANGAP00010590	8.08e-188	521.0	1	258	1	258	98.8	100.0	100.0
CM057402.1.g8046.t1	5061.CADANGAP00010589	2.96e-288	786.0	1	385	1	385	99.5	100.0	100.0
CM057402.1.g8047.t1	40384.G7XYH1	0.0	924.0	1	488	1	488	93.6	89.9	48.4
CM057402.1.g8048.t1	40384.G7XYH1	0.0	940.0	1	485	495	978	95.1	99.2	48.0
CM057402.1.g8049.t1	5061.CADANGAP00010586	3.05e-94	295.0	1	386	1	406	94.1	100.0	100.0
CM057402.1.g8050.t1	5061.CADANGAP00010583	0.0	1432.0	1	744	1	766	95.8	100.0	100.0
CM057402.1.g8051.t1	5061.CADANGAP00010581	0.0	1085.0	1	548	1	548	99.5	99.8	97.2
CM057402.1.g8052.t1	5061.CADANGAP00010580	3.16e-162	456.0	1	235	1	235	97.4	97.9	84.8
CM057402.1.g8053.t1	40384.G7XYG5	1.52e-265	727.0	1	371	1	371	94.6	100.0	99.7
CM057402.1.g8054.t1	40384.G7XYG4	1.71e-297	816.0	1	449	1	497	87.5	100.0	100.0
CM057402.1.g8056.t1	5061.CADANGAP00010573	2.6e-171	480.0	1	241	1	241	99.2	87.0	93.1
CM057402.1.g8057.t1	40384.G7XIV0	1.14e-172	484.0	9	271	12	274	90.5	96.7	95.6
CM057402.1.g8058.t1	5061.CADANGAP00010570	4.06e-206	573.0	1	324	5	328	100.0	100.0	98.8
CM057402.1.g8059.t1	5061.CADANGAP00010568	0.0	1089.0	1	525	1	525	100.0	100.0	100.0
CM057402.1.g8060.t1	5061.CADANGAP00010566	0.0	2018.0	1	1029	1	1031	99.2	89.1	99.3
CM057402.1.g8061.t1	5061.CADANGAP00010565	0.0	1324.0	1	662	1	662	97.4	97.4	90.1
CM057402.1.g8062.t1	5061.CADANGAP00010564	0.0	4267.0	1	2227	1	2199	98.2	98.7	96.9
CM057402.1.g8063.t1	5061.CADANGAP00010563	3.72e-192	532.0	1	256	1	256	100.0	100.0	100.0
CM057402.1.g8064.t1	5061.CADANGAP00010562	1.19e-273	750.0	12	400	1	395	93.9	97.3	100.0
CM057402.1.g8065.t1	5061.CADANGAP00010561	0.0	1182.0	1	612	1	616	99.2	100.0	100.0
CM057402.1.g8066.t1	40384.G7XIU0	0.0	1140.0	535	1108	1	574	99.3	51.8	100.0
CM057402.1.g8067.t1	5061.CADANGAP00010559	3.16e-242	668.0	1	342	1	342	99.4	97.2	89.3
CM057402.1.g8068.t1	40384.G7XIT7	0.0	966.0	1	488	1	488	95.5	100.0	100.0
CM057402.1.g8070.t1	5061.CADANGAP00010556	0.0	892.0	12	510	117	615	98.2	97.8	81.1
CM057402.1.g8071.t1	5061.CADANGAP00010555	1.44e-225	624.0	1	347	1	335	93.4	100.0	100.0
CM057402.1.g8072.t1	40384.G7XIT3	0.0	2733.0	1	1508	1	1508	92.9	100.0	99.9
CM057402.1.g8073.t1	5061.CADANGAP00010552	2.22e-190	528.0	1	268	1	268	98.9	100.0	100.0
CM057402.1.g8074.t1	5061.CADANGAP00010551	3.54e-91	275.0	1	139	220	358	98.6	100.0	38.8
CM057402.1.g8075.t1	5061.CADANGAP00012608	3.98e-312	853.0	1	472	1	472	99.8	100.0	100.0
CM057402.1.g8076.t1	5061.CADANGAP00012606	0.0	1806.0	1	1108	1	1108	99.8	100.0	100.0
CM057402.1.g8077.t1	5061.CADANGAP00012604	4.46e-294	803.0	1	411	1	411	99.8	100.0	100.0
CM057402.1.g8078.t1	5061.CADANGAP00012602	1.21e-314	875.0	1	649	1	648	98.2	100.0	100.0
CM057402.1.g8079.t1	5061.CADANGAP00012600	0.0	994.0	1	467	1	467	99.8	100.0	100.0
CM057402.1.g8080.t1	5061.CADANGAP00012599	3.58e-206	571.0	1	297	1	297	100.0	100.0	100.0
CM057402.1.g8081.t1	5061.CADANGAP00012595	0.0	878.0	1	439	1	439	100.0	100.0	100.0
CM057402.1.g8082.t1	40384.G7XCL8	0.0	1232.0	1	622	1	622	97.7	100.0	100.0
CM057402.1.g8083.t1	5061.CADANGAP00012593	1.14e-159	447.0	1	229	1	229	98.3	100.0	100.0
CM057402.1.g8084.t1	40384.G7XCL6	0.0	2121.0	5	1256	4	1333	86.6	99.7	99.8
CM057402.1.g8085.t1	5061.CADANGAP00012590	2.62e-159	451.0	1	271	1	274	97.8	95.1	95.5
CM057402.1.g8086.t1	5061.CADANGAP00012589	8.57e-222	612.0	1	322	1	322	99.4	100.0	100.0
CM057402.1.g8087.t1	5061.CADANGAP00012588	0.0	1443.0	1	751	30	780	100.0	100.0	96.3
CM057402.1.g8089.t1	5061.CADANGAP00012584	0.0	1443.0	1	781	1	782	99.7	100.0	100.0
CM057402.1.g8090.t1	5061.CADANGAP00012583	0.0	1285.0	41	706	57	721	99.4	93.0	91.0
CM057402.1.g8091.t1	5061.CADANGAP00012582	0.0	1808.0	1	945	1	945	99.7	100.0	100.0
CM057402.1.g8092.t1	5061.CADANGAP00012581	0.0	905.0	1	492	1	492	97.8	100.0	100.0
CM057402.1.g8093.t1	5061.CADANGAP00012580	1.63e-82	244.0	1	127	1	127	100.0	100.0	100.0
CM057402.1.g8094.t1	5061.CADANGAP00012579	0.0	1290.0	1	656	1	656	99.7	100.0	100.0
CM057402.1.g8095.t1	5061.CADANGAP00012575	0.0	875.0	1	475	1	475	99.4	100.0	100.0
CM057402.1.g8096.t1	5061.CADANGAP00012574	1.13e-221	611.0	1	308	1	307	99.7	100.0	100.0
CM057402.1.g8097.t1	5061.CADANGAP00012572	1.25e-78	233.0	1	115	1	115	100.0	100.0	100.0
CM057402.1.g8098.t1	40384.G7XDU0	0.0	1416.0	1	918	1	903	88.0	100.0	100.0
CM057402.1.g8099.t1	5061.CADANGAP00012569	4.19e-283	773.0	1	393	1	393	100.0	100.0	100.0
CM057402.1.g8100.t1	40384.G7XDT7	0.0	1911.0	1	949	1	948	98.6	100.0	100.0
CM057402.1.g8101.t1	40384.G7XDT4	0.0	1888.0	1	1015	1	1015	97.4	100.0	100.0
CM057402.1.g8102.t1	5061.CADANGAP00012564	6.1e-124	353.0	1	180	1	180	99.4	100.0	100.0
CM057402.1.g8103.t1	5061.CADANGAP00012563	0.0	1979.0	1	1009	1	1009	99.8	100.0	100.0
